,Discharge,Rainfall,Sediment_Yield,Days_in_Month,Monthly_Sediment_Yield_tons_ha
2019-01-01,23.145867741935483,6.2,0.007687168308312655,31,0.23830221755769232
2019-02-01,19.735711785714283,11.1,0.0032313267321428573,28,0.09047714850000001
2019-03-01,19.61039322580645,36.4,0.002327110185483871,31,0.07214041575
2019-04-01,19.486843,40.7,0.0038755497288461543,30,0.11626649186538462
2019-05-01,27.588256451612903,129.0,0.012129720286600495,31,0.37602132888461537
2019-06-01,87.655546,508.4,0.08388461693076923,30,2.516538507923077
2019-07-01,165.23811935483872,490.7,0.23754256629342432,31,7.363819555096154
2019-08-01,181.09114193548388,424.0,0.26803220851116627,31,8.308998463846155
2019-09-01,169.09418333333332,351.0,0.25152303773076923,30,7.545691131923077
2019-10-01,97.20109096774193,123.10000000000001,0.10674662464205956,31,3.309145363903846
2019-11-01,72.77073833333334,102.4,0.06589864457307693,30,1.9769593371923078
